,State_Signal 1,Red_Signal 1,Green_Signal 1,Vehicles_Crossed_Signal 1,State_Signal 2,Red_Signal 2,Green_Signal 2,Vehicles_Crossed_Signal 2,State_Signal 3,Red_Signal 3,Green_Signal 3,Vehicles_Crossed_Signal 3,State_Signal 4,Red_Signal 4,Green_Signal 4,Vehicles_Crossed_Signal 4
328,RED,92,20,186,GREEN,0,12,227,RED,17,20,48,RED,67,20,59
329,RED,91,20,186,GREEN,0,11,227,RED,16,20,48,RED,66,20,59
330,RED,90,20,186,GREEN,0,10,227,RED,15,20,48,RED,65,20,59
331,RED,89,20,186,GREEN,0,9,227,RED,14,20,48,RED,64,20,59
332,RED,88,20,186,GREEN,0,8,227,RED,13,20,48,RED,63,20,59
333,RED,87,20,186,GREEN,0,7,227,RED,12,20,48,RED,62,20,59
334,RED,86,20,186,GREEN,0,6,229,RED,11,20,48,RED,61,20,59
335,RED,85,20,186,GREEN,0,5,231,RED,10,20,48,RED,60,20,59
336,RED,84,20,186,GREEN,0,4,231,RED,9,20,48,RED,59,20,59
337,RED,83,20,186,GREEN,0,3,232,RED,8,20,48,RED,58,20,59
338,RED,82,20,186,GREEN,0,2,232,RED,7,20,48,RED,57,20,59
339,RED,81,20,186,GREEN,0,1,232,RED,6,20,48,RED,56,20,59
340,RED,75,20,186,RED,100,20,234,GREEN,0,20,48,RED,25,20,59
341,RED,74,20,186,RED,99,20,234,GREEN,0,19,56,RED,24,20,59
342,RED,73,20,186,RED,98,20,234,GREEN,0,18,58,RED,23,20,59
343,RED,72,20,186,RED,97,20,234,GREEN,0,17,58,RED,22,20,59
344,RED,71,20,186,RED,96,20,234,GREEN,0,16,58,RED,21,20,59
345,RED,70,20,186,RED,95,20,234,GREEN,0,15,58,RED,20,20,59
346,RED,69,20,186,RED,94,20,234,GREEN,0,14,58,RED,19,20,59
347,RED,68,20,186,RED,93,20,234,GREEN,0,13,58,RED,18,20,59
348,RED,67,20,186,RED,92,20,234,GREEN,0,12,58,RED,17,20,59
349,RED,66,20,186,RED,91,20,234,GREEN,0,11,58,RED,16,20,59
350,RED,65,20,186,RED,90,20,234,GREEN,0,10,58,RED,15,20,59
351,RED,64,20,186,RED,89,20,234,GREEN,0,9,58,RED,14,20,59
352,RED,63,20,186,RED,88,20,234,GREEN,0,8,58,RED,13,20,59
353,RED,62,20,186,RED,87,20,234,GREEN,0,7,58,RED,12,20,59
354,RED,61,20,186,RED,86,20,234,GREEN,0,6,58,RED,11,20,59
355,RED,60,20,186,RED,85,20,234,GREEN,0,5,59,RED,10,20,59
356,RED,59,20,186,RED,84,20,234,GREEN,0,4,59,RED,9,20,59
357,RED,58,20,186,RED,83,20,234,GREEN,0,3,60,RED,8,20,59
358,RED,57,20,186,RED,82,20,234,GREEN,0,2,60,RED,7,20,59
359,RED,56,20,186,RED,81,20,234,GREEN,0,1,60,RED,6,20,59
360,RED,25,20,186,RED,75,20,234,RED,100,20,60,GREEN,0,20,59
361,RED,24,20,186,RED,74,20,234,RED,99,20,60,GREEN,0,19,69
362,RED,23,20,186,RED,73,20,234,RED,98,20,60,GREEN,0,18,73
363,RED,22,20,186,RED,72,20,234,RED,97,20,60,GREEN,0,17,74
364,RED,21,20,186,RED,71,20,234,RED,96,20,60,GREEN,0,16,74
365,RED,20,20,186,RED,70,20,234,RED,95,20,60,GREEN,0,15,74
366,RED,19,20,186,RED,69,20,234,RED,94,20,60,GREEN,0,14,74
367,RED,18,20,186,RED,68,20,234,RED,93,20,60,GREEN,0,13,75
368,RED,17,20,186,RED,67,20,234,RED,92,20,60,GREEN,0,12,75
369,RED,16,20,186,RED,66,20,234,RED,91,20,60,GREEN,0,11,75
370,RED,15,20,186,RED,65,20,234,RED,90,20,60,GREEN,0,10,75
371,RED,14,20,186,RED,64,20,234,RED,89,20,60,GREEN,0,9,75
372,RED,13,20,186,RED,63,20,234,RED,88,20,60,GREEN,0,8,75
373,RED,12,20,186,RED,62,20,234,RED,87,20,60,GREEN,0,7,75
374,RED,11,20,186,RED,61,20,234,RED,86,20,60,GREEN,0,6,75
375,RED,10,20,186,RED,60,20,234,RED,85,20,60,GREEN,0,5,75
376,RED,9,20,186,RED,59,20,234,RED,84,20,60,GREEN,0,4,75
377,RED,8,20,186,RED,58,20,234,RED,83,20,60,GREEN,0,3,75
378,RED,7,20,186,RED,57,20,234,RED,82,20,60,GREEN,0,2,75
379,RED,6,20,186,RED,56,20,234,RED,81,20,60,GREEN,0,1,75
380,GREEN,0,20,186,RED,25,20,234,RED,75,20,60,RED,100,20,75
381,GREEN,0,19,195,RED,24,20,234,RED,74,20,60,RED,99,20,75
382,GREEN,0,18,200,RED,23,20,234,RED,73,20,60,RED,98,20,75
383,GREEN,0,17,204,RED,22,20,234,RED,72,20,60,RED,97,20,75
384,GREEN,0,16,210,RED,21,20,234,RED,71,20,60,RED,96,20,75
385,GREEN,0,15,214,RED,20,20,234,RED,70,20,60,RED,95,20,75
386,GREEN,0,14,218,RED,19,20,234,RED,69,20,60,RED,94,20,75
387,GREEN,0,13,218,RED,18,20,234,RED,68,20,60,RED,93,20,75
388,GREEN,0,12,218,RED,17,20,234,RED,67,20,60,RED,92,20,75
389,GREEN,0,11,218,RED,16,20,234,RED,66,20,60,RED,91,20,75
390,GREEN,0,10,218,RED,15,20,234,RED,65,20,60,RED,90,20,75
391,GREEN,0,9,218,RED,14,20,234,RED,64,20,60,RED,89,20,75
392,GREEN,0,8,220,RED,13,20,234,RED,63,20,60,RED,88,20,75
393,GREEN,0,7,221,RED,12,20,234,RED,62,20,60,RED,87,20,75
394,GREEN,0,6,221,RED,11,20,234,RED,61,20,60,RED,86,20,75
395,GREEN,0,5,223,RED,10,20,234,RED,60,20,60,RED,85,20,75
396,GREEN,0,4,223,RED,9,20,234,RED,59,20,60,RED,84,20,75
397,GREEN,0,3,223,RED,8,20,234,RED,58,20,60,RED,83,20,75
398,GREEN,0,2,223,RED,7,20,234,RED,57,20,60,RED,82,20,75
399,GREEN,0,1,223,RED,6,20,234,RED,56,20,60,RED,81,20,75
400,RED,100,20,223,GREEN,0,20,234,RED,25,20,60,RED,75,20,75
401,RED,99,20,223,GREEN,0,19,245,RED,24,20,60,RED,74,20,75
402,RED,98,20,223,GREEN,0,18,254,RED,23,20,60,RED,73,20,75
403,RED,97,20,223,GREEN,0,17,261,RED,22,20,60,RED,72,20,75
404,RED,96,20,223,GREEN,0,16,265,RED,21,20,60,RED,71,20,75
405,RED,95,20,223,GREEN,0,15,271,RED,20,20,60,RED,70,20,75
406,RED,94,20,223,GREEN,0,14,276,RED,19,20,60,RED,69,20,75
407,RED,93,20,223,GREEN,0,13,279,RED,18,20,60,RED,68,20,75
408,RED,92,20,223,GREEN,0,12,281,RED,17,20,60,RED,67,20,75
409,RED,91,20,223,GREEN,0,11,284,RED,16,20,60,RED,66,20,75
410,RED,90,20,223,GREEN,0,10,285,RED,15,20,60,RED,65,20,75
411,RED,89,20,223,GREEN,0,9,287,RED,14,20,60,RED,64,20,75
412,RED,88,20,223,GREEN,0,8,288,RED,13,20,60,RED,63,20,75
413,RED,87,20,223,GREEN,0,7,288,RED,12,20,60,RED,62,20,75
414,RED,86,20,223,GREEN,0,6,288,RED,11,20,60,RED,61,20,75
415,RED,85,20,223,GREEN,0,5,290,RED,10,20,60,RED,60,20,75
416,RED,84,20,223,GREEN,0,4,290,RED,9,20,60,RED,59,20,75
417,RED,83,20,223,GREEN,0,3,290,RED,8,20,60,RED,58,20,75
418,RED,82,20,223,GREEN,0,2,290,RED,7,20,60,RED,57,20,75
419,RED,81,20,223,GREEN,0,1,291,RED,6,20,60,RED,56,20,75
420,RED,75,20,223,RED,100,20,292,GREEN,0,20,60,RED,25,20,75
421,RED,74,20,223,RED,99,20,292,GREEN,0,19,67,RED,24,20,75
422,RED,73,20,223,RED,98,20,292,GREEN,0,18,71,RED,23,20,75
423,RED,72,20,223,RED,97,20,292,GREEN,0,17,73,RED,22,20,75
424,RED,71,20,223,RED,96,20,292,GREEN,0,16,73,RED,21,20,75
425,RED,70,20,223,RED,95,20,292,GREEN,0,15,74,RED,20,20,75
426,RED,69,20,223,RED,94,20,292,GREEN,0,14,74,RED,19,20,75
427,RED,68,20,223,RED,93,20,292,GREEN,0,13,74,RED,18,20,75
428,RED,67,20,223,RED,92,20,292,GREEN,0,12,74,RED,17,20,75
429,RED,66,20,223,RED,91,20,292,GREEN,0,11,74,RED,16,20,75
430,RED,65,20,223,RED,90,20,292,GREEN,0,10,74,RED,15,20,75
431,RED,64,20,223,RED,89,20,292,GREEN,0,9,74,RED,14,20,75
432,RED,63,20,223,RED,88,20,292,GREEN,0,8,74,RED,13,20,75
433,RED,62,20,223,RED,87,20,292,GREEN,0,7,74,RED,12,20,75
434,RED,61,20,223,RED,86,20,292,GREEN,0,6,74,RED,11,20,75
435,RED,60,20,223,RED,85,20,292,GREEN,0,5,74,RED,10,20,75
436,RED,59,20,223,RED,84,20,292,GREEN,0,4,74,RED,9,20,75
437,RED,58,20,223,RED,83,20,292,GREEN,0,3,75,RED,8,20,75
438,RED,57,20,223,RED,82,20,292,GREEN,0,2,75,RED,7,20,75
439,RED,56,20,223,RED,81,20,292,GREEN,0,1,75,RED,6,20,75
440,RED,25,20,223,RED,75,20,292,RED,100,20,75,GREEN,0,20,75
441,RED,24,20,223,RED,74,20,292,RED,99,20,75,GREEN,0,19,81
442,RED,23,20,223,RED,73,20,292,RED,98,20,75,GREEN,0,18,82
443,RED,22,20,223,RED,72,20,292,RED,97,20,75,GREEN,0,17,82
444,RED,21,20,223,RED,71,20,292,RED,96,20,75,GREEN,0,16,84
445,RED,20,20,223,RED,70,20,292,RED,95,20,75,GREEN,0,15,85
446,RED,19,20,223,RED,69,20,292,RED,94,20,75,GREEN,0,14,85
447,RED,18,20,223,RED,68,20,292,RED,93,20,75,GREEN,0,13,85
448,RED,17,20,223,RED,67,20,292,RED,92,20,75,GREEN,0,12,86
449,RED,16,20,223,RED,66,20,292,RED,91,20,75,GREEN,0,11,86
450,RED,15,20,223,RED,65,20,292,RED,90,20,75,GREEN,0,10,87
451,RED,14,20,223,RED,64,20,292,RED,89,20,75,GREEN,0,9,87
452,RED,13,20,223,RED,63,20,292,RED,88,20,75,GREEN,0,8,87
453,RED,12,20,223,RED,62,20,292,RED,87,20,75,GREEN,0,7,87
454,RED,11,20,223,RED,61,20,292,RED,86,20,75,GREEN,0,6,87
455,RED,10,20,223,RED,60,20,292,RED,85,20,75,GREEN,0,5,87
456,RED,9,20,223,RED,59,20,292,RED,84,20,75,GREEN,0,4,87
457,RED,8,20,223,RED,58,20,292,RED,83,20,75,GREEN,0,3,87
458,RED,7,20,223,RED,57,20,292,RED,82,20,75,GREEN,0,2,87
459,RED,6,20,223,RED,56,20,292,RED,81,20,75,GREEN,0,1,87
460,GREEN,0,20,223,RED,25,20,292,RED,75,20,75,RED,100,20,87
461,GREEN,0,19,233,RED,24,20,292,RED,74,20,75,RED,99,20,87
462,GREEN,0,18,243,RED,23,20,292,RED,73,20,75,RED,98,20,87
463,GREEN,0,17,249,RED,22,20,292,RED,72,20,75,RED,97,20,87
464,GREEN,0,16,254,RED,21,20,292,RED,71,20,75,RED,96,20,87
465,GREEN,0,15,260,RED,20,20,292,RED,70,20,75,RED,95,20,87
466,GREEN,0,14,264,RED,19,20,292,RED,69,20,75,RED,94,20,87
467,GREEN,0,13,267,RED,18,20,292,RED,68,20,75,RED,93,20,87
468,GREEN,0,12,267,RED,17,20,292,RED,67,20,75,RED,92,20,87
469,GREEN,0,11,269,RED,16,20,292,RED,66,20,75,RED,91,20,87
470,GREEN,0,10,270,RED,15,20,292,RED,65,20,75,RED,90,20,87
471,GREEN,0,9,270,RED,14,20,292,RED,64,20,75,RED,89,20,87
472,GREEN,0,8,270,RED,13,20,292,RED,63,20,75,RED,88,20,87
473,GREEN,0,7,270,RED,12,20,292,RED,62,20,75,RED,87,20,87
474,GREEN,0,6,271,RED,11,20,292,RED,61,20,75,RED,86,20,87
475,GREEN,0,5,271,RED,10,20,292,RED,60,20,75,RED,85,20,87
476,GREEN,0,4,272,RED,9,20,292,RED,59,20,75,RED,84,20,87
477,GREEN,0,3,273,RED,8,20,292,RED,58,20,75,RED,83,20,87
478,GREEN,0,2,273,RED,7,20,292,RED,57,20,75,RED,82,20,87
479,GREEN,0,1,273,RED,6,20,292,RED,56,20,75,RED,81,20,87
480,RED,100,20,273,GREEN,0,20,292,RED,25,20,75,RED,75,20,87
481,RED,99,20,273,GREEN,0,19,303,RED,24,20,75,RED,74,20,87
482,RED,98,20,273,GREEN,0,18,313,RED,23,20,75,RED,73,20,87
483,RED,97,20,273,GREEN,0,17,319,RED,22,20,75,RED,72,20,87
484,RED,96,20,273,GREEN,0,16,324,RED,21,20,75,RED,71,20,87
485,RED,95,20,273,GREEN,0,15,329,RED,20,20,75,RED,70,20,87
486,RED,94,20,273,GREEN,0,14,334,RED,19,20,75,RED,69,20,87
487,RED,93,20,273,GREEN,0,13,337,RED,18,20,75,RED,68,20,87
488,RED,92,20,273,GREEN,0,12,338,RED,17,20,75,RED,67,20,87
489,RED,91,20,273,GREEN,0,11,338,RED,16,20,75,RED,66,20,87
490,RED,90,20,273,GREEN,0,10,338,RED,15,20,75,RED,65,20,87
491,RED,89,20,273,GREEN,0,9,338,RED,14,20,75,RED,64,20,87
492,RED,88,20,273,GREEN,0,8,338,RED,13,20,75,RED,63,20,87
493,RED,87,20,273,GREEN,0,7,340,RED,12,20,75,RED,62,20,87
494,RED,86,20,273,GREEN,0,6,340,RED,11,20,75,RED,61,20,87
495,RED,85,20,273,GREEN,0,5,341,RED,10,20,75,RED,60,20,87
496,RED,84,20,273,GREEN,0,4,341,RED,9,20,75,RED,59,20,87
497,RED,83,20,273,GREEN,0,3,341,RED,8,20,75,RED,58,20,87
498,RED,82,20,273,GREEN,0,2,341,RED,7,20,75,RED,57,20,87
499,RED,81,20,273,GREEN,0,1,341,RED,6,20,75,RED,56,20,87
500,RED,75,20,273,RED,100,20,341,GREEN,0,20,75,RED,25,20,87
501,RED,74,20,273,RED,99,20,341,GREEN,0,19,82,RED,24,20,87
502,RED,73,20,273,RED,98,20,341,GREEN,0,18,83,RED,23,20,87
503,RED,72,20,273,RED,97,20,341,GREEN,0,17,83,RED,22,20,87
504,RED,71,20,273,RED,96,20,341,GREEN,0,16,83,RED,21,20,87
505,RED,70,20,273,RED,95,20,341,GREEN,0,15,83,RED,20,20,87
506,RED,69,20,273,RED,94,20,341,GREEN,0,14,83,RED,19,20,87
507,RED,68,20,273,RED,93,20,341,GREEN,0,13,83,RED,18,20,87
508,RED,67,20,273,RED,92,20,341,GREEN,0,12,83,RED,17,20,87
509,RED,66,20,273,RED,91,20,341,GREEN,0,11,83,RED,16,20,87
510,RED,65,20,273,RED,90,20,341,GREEN,0,10,83,RED,15,20,87
511,RED,64,20,273,RED,89,20,341,GREEN,0,9,83,RED,14,20,87
512,RED,63,20,273,RED,88,20,341,GREEN,0,8,83,RED,13,20,87
513,RED,62,20,273,RED,87,20,341,GREEN,0,7,83,RED,12,20,87
514,RED,61,20,273,RED,86,20,341,GREEN,0,6,83,RED,11,20,87
515,RED,60,20,273,RED,85,20,341,GREEN,0,5,84,RED,10,20,87
516,RED,59,20,273,RED,84,20,341,GREEN,0,4,84,RED,9,20,87
517,RED,58,20,273,RED,83,20,341,GREEN,0,3,84,RED,8,20,87
518,RED,57,20,273,RED,82,20,341,GREEN,0,2,84,RED,7,20,87
519,RED,56,20,273,RED,81,20,341,GREEN,0,1,84,RED,6,20,87
520,RED,25,20,273,RED,75,20,341,RED,100,20,84,GREEN,0,20,87
521,RED,24,20,273,RED,74,20,341,RED,99,20,84,GREEN,0,19,96
522,RED,23,20,273,RED,73,20,341,RED,98,20,84,GREEN,0,18,96
523,RED,22,20,273,RED,72,20,341,RED,97,20,84,GREEN,0,17,96
524,RED,21,20,273,RED,71,20,341,RED,96,20,84,GREEN,0,16,96
525,RED,20,20,273,RED,70,20,341,RED,95,20,84,GREEN,0,15,96
526,RED,19,20,273,RED,69,20,341,RED,94,20,84,GREEN,0,14,96
527,RED,18,20,273,RED,68,20,341,RED,93,20,84,GREEN,0,13,96
528,RED,17,20,273,RED,67,20,341,RED,92,20,84,GREEN,0,12,97
529,RED,16,20,273,RED,66,20,341,RED,91,20,84,GREEN,0,11,97
530,RED,15,20,273,RED,65,20,341,RED,90,20,84,GREEN,0,10,97
531,RED,14,20,273,RED,64,20,341,RED,89,20,84,GREEN,0,9,97
532,RED,13,20,273,RED,63,20,341,RED,88,20,84,GREEN,0,8,97
533,RED,12,20,273,RED,62,20,341,RED,87,20,84,GREEN,0,7,97
534,RED,11,20,273,RED,61,20,341,RED,86,20,84,GREEN,0,6,98
535,RED,10,20,273,RED,60,20,341,RED,85,20,84,GREEN,0,5,98
536,RED,9,20,273,RED,59,20,341,RED,84,20,84,GREEN,0,4,98
537,RED,8,20,273,RED,58,20,341,RED,83,20,84,GREEN,0,3,98
538,RED,7,20,273,RED,57,20,341,RED,82,20,84,GREEN,0,2,98
539,RED,6,20,273,RED,56,20,341,RED,81,20,84,GREEN,0,1,98
540,GREEN,0,20,273,RED,25,20,341,RED,75,20,84,RED,100,20,98
541,GREEN,0,19,283,RED,24,20,341,RED,74,20,84,RED,99,20,98
542,GREEN,0,18,292,RED,23,20,341,RED,73,20,84,RED,98,20,98
543,GREEN,0,17,300,RED,22,20,341,RED,72,20,84,RED,97,20,98
544,GREEN,0,16,305,RED,21,20,341,RED,71,20,84,RED,96,20,98
545,GREEN,0,15,311,RED,20,20,341,RED,70,20,84,RED,95,20,98
546,GREEN,0,14,316,RED,19,20,341,RED,69,20,84,RED,94,20,98
547,GREEN,0,13,318,RED,18,20,341,RED,68,20,84,RED,93,20,98
548,GREEN,0,12,318,RED,17,20,341,RED,67,20,84,RED,92,20,98
549,GREEN,0,11,318,RED,16,20,341,RED,66,20,84,RED,91,20,98
550,GREEN,0,10,318,RED,15,20,341,RED,65,20,84,RED,90,20,98
551,GREEN,0,9,318,RED,14,20,341,RED,64,20,84,RED,89,20,98
552,GREEN,0,8,318,RED,13,20,341,RED,63,20,84,RED,88,20,98
553,GREEN,0,7,318,RED,12,20,341,RED,62,20,84,RED,87,20,98
554,GREEN,0,6,318,RED,11,20,341,RED,61,20,84,RED,86,20,98
555,GREEN,0,5,319,RED,10,20,341,RED,60,20,84,RED,85,20,98
556,GREEN,0,4,319,RED,9,20,341,RED,59,20,84,RED,84,20,98
557,GREEN,0,3,319,RED,8,20,341,RED,58,20,84,RED,83,20,98
558,GREEN,0,2,321,RED,7,20,341,RED,57,20,84,RED,82,20,98
559,GREEN,0,1,321,RED,6,20,341,RED,56,20,84,RED,81,20,98
560,RED,100,20,322,GREEN,0,20,341,RED,25,20,84,RED,75,20,98
561,RED,99,20,322,GREEN,0,19,352,RED,24,20,84,RED,74,20,98
562,RED,98,20,322,GREEN,0,18,361,RED,23,20,84,RED,73,20,98
563,RED,97,20,322,GREEN,0,17,369,RED,22,20,84,RED,72,20,98
564,RED,96,20,322,GREEN,0,16,373,RED,21,20,84,RED,71,20,98
565,RED,95,20,322,GREEN,0,15,379,RED,20,20,84,RED,70,20,98
566,RED,94,20,322,GREEN,0,14,382,RED,19,20,84,RED,69,20,98
567,RED,93,20,322,GREEN,0,13,386,RED,18,20,84,RED,68,20,98
568,RED,92,20,322,GREEN,0,12,391,RED,17,20,84,RED,67,20,98
569,RED,91,20,322,GREEN,0,11,392,RED,16,20,84,RED,66,20,98
570,RED,90,20,322,GREEN,0,10,392,RED,15,20,84,RED,65,20,98
571,RED,89,20,322,GREEN,0,9,392,RED,14,20,84,RED,64,20,98
572,RED,88,20,322,GREEN,0,8,392,RED,13,20,84,RED,63,20,98
573,RED,87,20,322,GREEN,0,7,393,RED,12,20,84,RED,62,20,98
574,RED,86,20,322,GREEN,0,6,393,RED,11,20,84,RED,61,20,98
575,RED,85,20,322,GREEN,0,5,394,RED,10,20,84,RED,60,20,98
576,RED,84,20,322,GREEN,0,4,394,RED,9,20,84,RED,59,20,98
577,RED,83,20,322,GREEN,0,3,395,RED,8,20,84,RED,58,20,98
578,RED,82,20,322,GREEN,0,2,395,RED,7,20,84,RED,57,20,98
579,RED,81,20,322,GREEN,0,1,397,RED,6,20,84,RED,56,20,98
580,RED,75,20,322,RED,100,20,398,GREEN,0,20,84,RED,25,20,98
581,RED,74,20,322,RED,99,20,398,GREEN,0,19,93,RED,24,20,98
582,RED,73,20,322,RED,98,20,398,GREEN,0,18,95,RED,23,20,98
583,RED,72,20,322,RED,97,20,398,GREEN,0,17,97,RED,22,20,98
584,RED,71,20,322,RED,96,20,398,GREEN,0,16,97,RED,21,20,98
585,RED,70,20,322,RED,95,20,398,GREEN,0,15,97,RED,20,20,98
586,RED,69,20,322,RED,94,20,398,GREEN,0,14,97,RED,19,20,98
587,RED,68,20,322,RED,93,20,398,GREEN,0,13,97,RED,18,20,98
588,RED,67,20,322,RED,92,20,398,GREEN,0,12,97,RED,17,20,98
589,RED,66,20,322,RED,91,20,398,GREEN,0,11,97,RED,16,20,98
590,RED,65,20,322,RED,90,20,398,GREEN,0,10,97,RED,15,20,98
591,RED,64,20,322,RED,89,20,398,GREEN,0,9,97,RED,14,20,98
592,RED,63,20,322,RED,88,20,398,GREEN,0,8,97,RED,13,20,98
593,RED,62,20,322,RED,87,20,398,GREEN,0,7,97,RED,12,20,98
594,RED,61,20,322,RED,86,20,398,GREEN,0,6,97,RED,11,20,98
595,RED,60,20,322,RED,85,20,398,GREEN,0,5,97,RED,10,20,98
596,RED,59,20,322,RED,84,20,398,GREEN,0,4,97,RED,9,20,98
597,RED,58,20,322,RED,83,20,398,GREEN,0,3,97,RED,8,20,98
598,RED,57,20,322,RED,82,20,398,GREEN,0,2,97,RED,7,20,98
599,RED,56,20,322,RED,81,20,398,GREEN,0,1,97,RED,6,20,98
600,RED,25,20,322,RED,75,20,398,RED,100,20,97,GREEN,0,20,98
601,RED,24,20,322,RED,74,20,398,RED,99,20,97,GREEN,0,19,108
602,RED,23,20,322,RED,73,20,398,RED,98,20,97,GREEN,0,18,112
603,RED,22,20,322,RED,72,20,398,RED,97,20,97,GREEN,0,17,114
604,RED,21,20,322,RED,71,20,398,RED,96,20,97,GREEN,0,16,114
605,RED,20,20,322,RED,70,20,398,RED,95,20,97,GREEN,0,15,114
606,RED,19,20,322,RED,69,20,398,RED,94,20,97,GREEN,0,14,114
607,RED,18,20,322,RED,68,20,398,RED,93,20,97,GREEN,0,13,114
608,RED,17,20,322,RED,67,20,398,RED,92,20,97,GREEN,0,12,114
609,RED,16,20,322,RED,66,20,398,RED,91,20,97,GREEN,0,11,114
610,RED,15,20,322,RED,65,20,398,RED,90,20,97,GREEN,0,10,114
611,RED,14,20,322,RED,64,20,398,RED,89,20,97,GREEN,0,9,114
612,RED,13,20,322,RED,63,20,398,RED,88,20,97,GREEN,0,8,115
613,RED,12,20,322,RED,62,20,398,RED,87,20,97,GREEN,0,7,115
614,RED,11,20,322,RED,61,20,398,RED,86,20,97,GREEN,0,6,115
615,RED,10,20,322,RED,60,20,398,RED,85,20,97,GREEN,0,5,115
616,RED,9,20,322,RED,59,20,398,RED,84,20,97,GREEN,0,4,115
617,RED,8,20,322,RED,58,20,398,RED,83,20,97,GREEN,0,3,116
618,RED,7,20,322,RED,57,20,398,RED,82,20,97,GREEN,0,2,116
619,RED,6,20,322,RED,56,20,398,RED,81,20,97,GREEN,0,1,116
620,GREEN,0,20,322,RED,25,20,398,RED,75,20,97,RED,100,20,116
621,GREEN,0,19,333,RED,24,20,398,RED,74,20,97,RED,99,20,116
622,GREEN,0,18,343,RED,23,20,398,RED,73,20,97,RED,98,20,116
623,GREEN,0,17,349,RED,22,20,398,RED,72,20,97,RED,97,20,116
624,GREEN,0,16,353,RED,21,20,398,RED,71,20,97,RED,96,20,116
625,GREEN,0,15,359,RED,20,20,398,RED,70,20,97,RED,95,20,116
626,GREEN,0,14,364,RED,19,20,398,RED,69,20,97,RED,94,20,116
627,GREEN,0,13,367,RED,18,20,398,RED,68,20,97,RED,93,20,116
628,GREEN,0,12,368,RED,17,20,398,RED,67,20,97,RED,92,20,116
629,GREEN,0,11,368,RED,16,20,398,RED,66,20,97,RED,91,20,116
630,GREEN,0,10,368,RED,15,20,398,RED,65,20,97,RED,90,20,116
631,GREEN,0,9,368,RED,14,20,398,RED,64,20,97,RED,89,20,116
632,GREEN,0,8,370,RED,13,20,398,RED,63,20,97,RED,88,20,116
633,GREEN,0,7,371,RED,12,20,398,RED,62,20,97,RED,87,20,116
634,GREEN,0,6,371,RED,11,20,398,RED,61,20,97,RED,86,20,116
635,GREEN,0,5,371,RED,10,20,398,RED,60,20,97,RED,85,20,116
636,GREEN,0,4,372,RED,9,20,398,RED,59,20,97,RED,84,20,116
637,GREEN,0,3,372,RED,8,20,398,RED,58,20,97,RED,83,20,116
638,GREEN,0,2,372,RED,7,20,398,RED,57,20,97,RED,82,20,116
639,GREEN,0,1,372,RED,6,20,398,RED,56,20,97,RED,81,20,116
640,RED,100,20,372,GREEN,0,20,398,RED,25,20,97,RED,75,20,116
641,RED,99,20,372,GREEN,0,19,409,RED,24,20,97,RED,74,20,116
642,RED,98,20,372,GREEN,0,18,415,RED,23,20,97,RED,73,20,116
643,RED,97,20,372,GREEN,0,17,419,RED,22,20,97,RED,72,20,116
644,RED,96,20,372,GREEN,0,16,425,RED,21,20,97,RED,71,20,116
645,RED,95,20,372,GREEN,0,15,429,RED,20,20,97,RED,70,20,116
646,RED,94,20,372,GREEN,0,14,434,RED,19,20,97,RED,69,20,116
647,RED,93,20,372,GREEN,0,13,436,RED,18,20,97,RED,68,20,116
648,RED,92,20,372,GREEN,0,12,437,RED,17,20,97,RED,67,20,116
649,RED,91,20,372,GREEN,0,11,439,RED,16,20,97,RED,66,20,116
650,RED,90,20,372,GREEN,0,10,441,RED,15,20,97,RED,65,20,116
651,RED,89,20,372,GREEN,0,9,441,RED,14,20,97,RED,64,20,116
652,RED,88,20,372,GREEN,0,8,441,RED,13,20,97,RED,63,20,116
653,RED,87,20,372,GREEN,0,7,441,RED,12,20,97,RED,62,20,116
654,RED,86,20,372,GREEN,0,6,441,RED,11,20,97,RED,61,20,116
655,RED,85,20,372,GREEN,0,5,441,RED,10,20,97,RED,60,20,116
656,RED,84,20,372,GREEN,0,4,441,RED,9,20,97,RED,59,20,116
657,RED,83,20,372,GREEN,0,3,441,RED,8,20,97,RED,58,20,116
658,RED,82,20,372,GREEN,0,2,442,RED,7,20,97,RED,57,20,116
659,RED,81,20,372,GREEN,0,1,443,RED,6,20,97,RED,56,20,116
660,RED,75,20,372,RED,100,20,444,GREEN,0,20,97,RED,25,20,116
661,RED,74,20,372,RED,99,20,444,GREEN,0,19,102,RED,24,20,116
662,RED,73,20,372,RED,98,20,444,GREEN,0,18,104,RED,23,20,116
663,RED,72,20,372,RED,97,20,444,GREEN,0,17,105,RED,22,20,116
664,RED,71,20,372,RED,96,20,444,GREEN,0,16,105,RED,21,20,116
665,RED,70,20,372,RED,95,20,444,GREEN,0,15,105,RED,20,20,116
666,RED,69,20,372,RED,94,20,444,GREEN,0,14,105,RED,19,20,116
667,RED,68,20,372,RED,93,20,444,GREEN,0,13,105,RED,18,20,116
668,RED,67,20,372,RED,92,20,444,GREEN,0,12,105,RED,17,20,116
669,RED,66,20,372,RED,91,20,444,GREEN,0,11,105,RED,16,20,116
670,RED,65,20,372,RED,90,20,444,GREEN,0,10,105,RED,15,20,116
671,RED,64,20,372,RED,89,20,444,GREEN,0,9,105,RED,14,20,116
672,RED,63,20,372,RED,88,20,444,GREEN,0,8,105,RED,13,20,116
