,State_Signal 1,Red_Signal 1,Green_Signal 1,Vehicles_Crossed_Signal 1,State_Signal 2,Red_Signal 2,Green_Signal 2,Vehicles_Crossed_Signal 2,State_Signal 3,Red_Signal 3,Green_Signal 3,Vehicles_Crossed_Signal 3,State_Signal 4,Red_Signal 4,Green_Signal 4,Vehicles_Crossed_Signal 4
673,RED,62,20,372,RED,87,20,444,GREEN,0,7,105,RED,12,20,116
674,RED,61,20,372,RED,86,20,444,GREEN,0,6,105,RED,11,20,116
675,RED,60,20,372,RED,85,20,444,GREEN,0,5,105,RED,10,20,116
676,RED,59,20,372,RED,84,20,444,GREEN,0,4,105,RED,9,20,116
677,RED,58,20,372,RED,83,20,444,GREEN,0,3,106,RED,8,20,116
678,RED,57,20,372,RED,82,20,444,GREEN,0,2,106,RED,7,20,116
679,RED,56,20,372,RED,81,20,444,GREEN,0,1,106,RED,6,20,116
680,RED,25,20,372,RED,75,20,444,RED,100,20,106,GREEN,0,20,116
681,RED,24,20,372,RED,74,20,444,RED,99,20,106,GREEN,0,19,125
682,RED,23,20,372,RED,73,20,444,RED,98,20,106,GREEN,0,18,129
683,RED,22,20,372,RED,72,20,444,RED,97,20,106,GREEN,0,17,130
684,RED,21,20,372,RED,71,20,444,RED,96,20,106,GREEN,0,16,130
685,RED,20,20,372,RED,70,20,444,RED,95,20,106,GREEN,0,15,130
686,RED,19,20,372,RED,69,20,444,RED,94,20,106,GREEN,0,14,130
687,RED,18,20,372,RED,68,20,444,RED,93,20,106,GREEN,0,13,130
688,RED,17,20,372,RED,67,20,444,RED,92,20,106,GREEN,0,12,130
689,RED,16,20,372,RED,66,20,444,RED,91,20,106,GREEN,0,11,130
690,RED,15,20,372,RED,65,20,444,RED,90,20,106,GREEN,0,10,130
691,RED,14,20,372,RED,64,20,444,RED,89,20,106,GREEN,0,9,130
692,RED,13,20,372,RED,63,20,444,RED,88,20,106,GREEN,0,8,131
693,RED,12,20,372,RED,62,20,444,RED,87,20,106,GREEN,0,7,131
694,RED,11,20,372,RED,61,20,444,RED,86,20,106,GREEN,0,6,131
695,RED,10,20,372,RED,60,20,444,RED,85,20,106,GREEN,0,5,131
696,RED,9,20,372,RED,59,20,444,RED,84,20,106,GREEN,0,4,132
697,RED,8,20,372,RED,58,20,444,RED,83,20,106,GREEN,0,3,134
698,RED,7,20,372,RED,57,20,444,RED,82,20,106,GREEN,0,2,134
699,RED,6,20,372,RED,56,20,444,RED,81,20,106,GREEN,0,1,134
700,GREEN,0,20,372,RED,25,20,444,RED,75,20,106,RED,100,20,134
701,GREEN,0,19,382,RED,24,20,444,RED,74,20,106,RED,99,20,134
702,GREEN,0,18,391,RED,23,20,444,RED,73,20,106,RED,98,20,134
703,GREEN,0,17,397,RED,22,20,444,RED,72,20,106,RED,97,20,134
704,GREEN,0,16,401,RED,21,20,444,RED,71,20,106,RED,96,20,134
705,GREEN,0,15,404,RED,20,20,444,RED,70,20,106,RED,95,20,134
706,GREEN,0,14,409,RED,19,20,444,RED,69,20,106,RED,94,20,134
707,GREEN,0,13,413,RED,18,20,444,RED,68,20,106,RED,93,20,134
708,GREEN,0,12,416,RED,17,20,444,RED,67,20,106,RED,92,20,134
709,GREEN,0,11,416,RED,16,20,444,RED,66,20,106,RED,91,20,134
710,GREEN,0,10,416,RED,15,20,444,RED,65,20,106,RED,90,20,134
711,GREEN,0,9,416,RED,14,20,444,RED,64,20,106,RED,89,20,134
712,GREEN,0,8,416,RED,13,20,444,RED,63,20,106,RED,88,20,134
713,GREEN,0,7,416,RED,12,20,444,RED,62,20,106,RED,87,20,134
714,GREEN,0,6,416,RED,11,20,444,RED,61,20,106,RED,86,20,134
715,GREEN,0,5,416,RED,10,20,444,RED,60,20,106,RED,85,20,134
716,GREEN,0,4,417,RED,9,20,444,RED,59,20,106,RED,84,20,134
717,GREEN,0,3,417,RED,8,20,444,RED,58,20,106,RED,83,20,134
718,GREEN,0,2,417,RED,7,20,444,RED,57,20,106,RED,82,20,134
719,GREEN,0,1,417,RED,6,20,444,RED,56,20,106,RED,81,20,134
720,RED,100,20,417,GREEN,0,20,444,RED,25,20,106,RED,75,20,134
721,RED,99,20,417,GREEN,0,19,455,RED,24,20,106,RED,74,20,134
722,RED,98,20,417,GREEN,0,18,460,RED,23,20,106,RED,73,20,134
723,RED,97,20,417,GREEN,0,17,466,RED,22,20,106,RED,72,20,134
724,RED,96,20,417,GREEN,0,16,471,RED,21,20,106,RED,71,20,134
725,RED,95,20,417,GREEN,0,15,475,RED,20,20,106,RED,70,20,134
726,RED,94,20,417,GREEN,0,14,480,RED,19,20,106,RED,69,20,134
727,RED,93,20,417,GREEN,0,13,483,RED,18,20,106,RED,68,20,134
728,RED,92,20,417,GREEN,0,12,486,RED,17,20,106,RED,67,20,134
729,RED,91,20,417,GREEN,0,11,486,RED,16,20,106,RED,66,20,134
730,RED,90,20,417,GREEN,0,10,486,RED,15,20,106,RED,65,20,134
731,RED,89,20,417,GREEN,0,9,487,RED,14,20,106,RED,64,20,134
732,RED,88,20,417,GREEN,0,8,488,RED,13,20,106,RED,63,20,134
733,RED,87,20,417,GREEN,0,7,489,RED,12,20,106,RED,62,20,134
734,RED,86,20,417,GREEN,0,6,489,RED,11,20,106,RED,61,20,134
735,RED,85,20,417,GREEN,0,5,490,RED,10,20,106,RED,60,20,134
736,RED,84,20,417,GREEN,0,4,491,RED,9,20,106,RED,59,20,134
737,RED,83,20,417,GREEN,0,3,491,RED,8,20,106,RED,58,20,134
738,RED,82,20,417,GREEN,0,2,491,RED,7,20,106,RED,57,20,134
739,RED,81,20,417,GREEN,0,1,493,RED,6,20,106,RED,56,20,134
740,RED,75,20,417,RED,100,20,495,GREEN,0,20,106,RED,25,20,134
741,RED,74,20,417,RED,99,20,495,GREEN,0,19,114,RED,24,20,134
742,RED,73,20,417,RED,98,20,495,GREEN,0,18,119,RED,23,20,134
743,RED,72,20,417,RED,97,20,495,GREEN,0,17,122,RED,22,20,134
744,RED,71,20,417,RED,96,20,495,GREEN,0,16,122,RED,21,20,134
745,RED,70,20,417,RED,95,20,495,GREEN,0,15,122,RED,20,20,134
746,RED,69,20,417,RED,94,20,495,GREEN,0,14,123,RED,19,20,134
747,RED,68,20,417,RED,93,20,495,GREEN,0,13,124,RED,18,20,134
748,RED,67,20,417,RED,92,20,495,GREEN,0,12,124,RED,17,20,134
749,RED,66,20,417,RED,91,20,495,GREEN,0,11,124,RED,16,20,134
750,RED,65,20,417,RED,90,20,495,GREEN,0,10,124,RED,15,20,134
751,RED,64,20,417,RED,89,20,495,GREEN,0,9,124,RED,14,20,134
752,RED,63,20,417,RED,88,20,495,GREEN,0,8,124,RED,13,20,134
753,RED,62,20,417,RED,87,20,495,GREEN,0,7,124,RED,12,20,134
754,RED,61,20,417,RED,86,20,495,GREEN,0,6,124,RED,11,20,134
755,RED,60,20,417,RED,85,20,495,GREEN,0,5,124,RED,10,20,134
756,RED,59,20,417,RED,84,20,495,GREEN,0,4,124,RED,9,20,134
757,RED,58,20,417,RED,83,20,495,GREEN,0,3,125,RED,8,20,134
758,RED,57,20,417,RED,82,20,495,GREEN,0,2,125,RED,7,20,134
759,RED,56,20,417,RED,81,20,495,GREEN,0,1,125,RED,6,20,134
760,RED,25,20,417,RED,75,20,495,RED,100,20,126,GREEN,0,20,134
761,RED,24,20,417,RED,74,20,495,RED,99,20,126,GREEN,0,19,144
762,RED,23,20,417,RED,73,20,495,RED,98,20,126,GREEN,0,18,144
763,RED,22,20,417,RED,72,20,495,RED,97,20,126,GREEN,0,17,144
764,RED,21,20,417,RED,71,20,495,RED,96,20,126,GREEN,0,16,144
765,RED,20,20,417,RED,70,20,495,RED,95,20,126,GREEN,0,15,144
766,RED,19,20,417,RED,69,20,495,RED,94,20,126,GREEN,0,14,144
767,RED,18,20,417,RED,68,20,495,RED,93,20,126,GREEN,0,13,145
768,RED,17,20,417,RED,67,20,495,RED,92,20,126,GREEN,0,12,145
769,RED,16,20,417,RED,66,20,495,RED,91,20,126,GREEN,0,11,145
770,RED,15,20,417,RED,65,20,495,RED,90,20,126,GREEN,0,10,145
771,RED,14,20,417,RED,64,20,495,RED,89,20,126,GREEN,0,9,145
772,RED,13,20,417,RED,63,20,495,RED,88,20,126,GREEN,0,8,145
773,RED,12,20,417,RED,62,20,495,RED,87,20,126,GREEN,0,7,145
774,RED,11,20,417,RED,61,20,495,RED,86,20,126,GREEN,0,6,145
775,RED,10,20,417,RED,60,20,495,RED,85,20,126,GREEN,0,5,145
776,RED,9,20,417,RED,59,20,495,RED,84,20,126,GREEN,0,4,145
777,RED,8,20,417,RED,58,20,495,RED,83,20,126,GREEN,0,3,145
778,RED,7,20,417,RED,57,20,495,RED,82,20,126,GREEN,0,2,145
779,RED,6,20,417,RED,56,20,495,RED,81,20,126,GREEN,0,1,146
780,GREEN,0,20,417,RED,25,20,495,RED,75,20,126,RED,100,20,146
781,GREEN,0,19,427,RED,24,20,495,RED,74,20,126,RED,99,20,146
782,GREEN,0,18,435,RED,23,20,495,RED,73,20,126,RED,98,20,146
783,GREEN,0,17,439,RED,22,20,495,RED,72,20,126,RED,97,20,146
784,GREEN,0,16,443,RED,21,20,495,RED,71,20,126,RED,96,20,146
785,GREEN,0,15,447,RED,20,20,495,RED,70,20,126,RED,95,20,146
786,GREEN,0,14,449,RED,19,20,495,RED,69,20,126,RED,94,20,146
787,GREEN,0,13,452,RED,18,20,495,RED,68,20,126,RED,93,20,146
788,GREEN,0,12,452,RED,17,20,495,RED,67,20,126,RED,92,20,146
789,GREEN,0,11,452,RED,16,20,495,RED,66,20,126,RED,91,20,146
790,GREEN,0,10,452,RED,15,20,495,RED,65,20,126,RED,90,20,146
791,GREEN,0,9,454,RED,14,20,495,RED,64,20,126,RED,89,20,146
792,GREEN,0,8,454,RED,13,20,495,RED,63,20,126,RED,88,20,146
793,GREEN,0,7,455,RED,12,20,495,RED,62,20,126,RED,87,20,146
794,GREEN,0,6,456,RED,11,20,495,RED,61,20,126,RED,86,20,146
795,GREEN,0,5,458,RED,10,20,495,RED,60,20,126,RED,85,20,146
796,GREEN,0,4,458,RED,9,20,495,RED,59,20,126,RED,84,20,146
797,GREEN,0,3,458,RED,8,20,495,RED,58,20,126,RED,83,20,146
798,GREEN,0,2,458,RED,7,20,495,RED,57,20,126,RED,82,20,146
799,GREEN,0,1,458,RED,6,20,495,RED,56,20,126,RED,81,20,146
800,RED,100,20,458,GREEN,0,20,495,RED,25,20,126,RED,75,20,146
801,RED,99,20,458,GREEN,0,19,506,RED,24,20,126,RED,74,20,146
802,RED,98,20,458,GREEN,0,18,513,RED,23,20,126,RED,73,20,146
803,RED,97,20,458,GREEN,0,17,517,RED,22,20,126,RED,72,20,146
804,RED,96,20,458,GREEN,0,16,521,RED,21,20,126,RED,71,20,146
805,RED,95,20,458,GREEN,0,15,527,RED,20,20,126,RED,70,20,146
806,RED,94,20,458,GREEN,0,14,531,RED,19,20,126,RED,69,20,146
807,RED,93,20,458,GREEN,0,13,535,RED,18,20,126,RED,68,20,146
808,RED,92,20,458,GREEN,0,12,538,RED,17,20,126,RED,67,20,146
809,RED,91,20,458,GREEN,0,11,541,RED,16,20,126,RED,66,20,146
810,RED,90,20,458,GREEN,0,10,542,RED,15,20,126,RED,65,20,146
811,RED,89,20,458,GREEN,0,9,542,RED,14,20,126,RED,64,20,146
812,RED,88,20,458,GREEN,0,8,542,RED,13,20,126,RED,63,20,146
813,RED,87,20,458,GREEN,0,7,542,RED,12,20,126,RED,62,20,146
814,RED,86,20,458,GREEN,0,6,542,RED,11,20,126,RED,61,20,146
815,RED,85,20,458,GREEN,0,5,542,RED,10,20,126,RED,60,20,146
816,RED,84,20,458,GREEN,0,4,542,RED,9,20,126,RED,59,20,146
817,RED,83,20,458,GREEN,0,3,542,RED,8,20,126,RED,58,20,146
818,RED,82,20,458,GREEN,0,2,542,RED,7,20,126,RED,57,20,146
819,RED,81,20,458,GREEN,0,1,542,RED,6,20,126,RED,56,20,146
820,RED,75,20,458,RED,100,20,542,GREEN,0,20,126,RED,25,20,146
821,RED,74,20,458,RED,99,20,542,GREEN,0,19,132,RED,24,20,146
822,RED,73,20,458,RED,98,20,542,GREEN,0,18,136,RED,23,20,146
823,RED,72,20,458,RED,97,20,542,GREEN,0,17,139,RED,22,20,146
824,RED,71,20,458,RED,96,20,542,GREEN,0,16,140,RED,21,20,146
825,RED,70,20,458,RED,95,20,542,GREEN,0,15,140,RED,20,20,146
826,RED,69,20,458,RED,94,20,542,GREEN,0,14,141,RED,19,20,146
827,RED,68,20,458,RED,93,20,542,GREEN,0,13,142,RED,18,20,146
828,RED,67,20,458,RED,92,20,542,GREEN,0,12,142,RED,17,20,146
829,RED,66,20,458,RED,91,20,542,GREEN,0,11,142,RED,16,20,146
830,RED,65,20,458,RED,90,20,542,GREEN,0,10,142,RED,15,20,146
831,RED,64,20,458,RED,89,20,542,GREEN,0,9,142,RED,14,20,146
832,RED,63,20,458,RED,88,20,542,GREEN,0,8,142,RED,13,20,146
833,RED,62,20,458,RED,87,20,542,GREEN,0,7,142,RED,12,20,146
834,RED,61,20,458,RED,86,20,542,GREEN,0,6,142,RED,11,20,146
835,RED,60,20,458,RED,85,20,542,GREEN,0,5,142,RED,10,20,146
836,RED,59,20,458,RED,84,20,542,GREEN,0,4,143,RED,9,20,146
837,RED,58,20,458,RED,83,20,542,GREEN,0,3,143,RED,8,20,146
838,RED,57,20,458,RED,82,20,542,GREEN,0,2,143,RED,7,20,146
839,RED,56,20,458,RED,81,20,542,GREEN,0,1,143,RED,6,20,146
840,RED,25,20,458,RED,75,20,542,RED,100,20,143,GREEN,0,20,146
841,RED,24,20,458,RED,74,20,542,RED,99,20,143,GREEN,0,19,153
842,RED,23,20,458,RED,73,20,542,RED,98,20,143,GREEN,0,18,154
843,RED,22,20,458,RED,72,20,542,RED,97,20,143,GREEN,0,17,154
844,RED,21,20,458,RED,71,20,542,RED,96,20,143,GREEN,0,16,154
845,RED,20,20,458,RED,70,20,542,RED,95,20,143,GREEN,0,15,154
846,RED,19,20,458,RED,69,20,542,RED,94,20,143,GREEN,0,14,154
847,RED,18,20,458,RED,68,20,542,RED,93,20,143,GREEN,0,13,154
848,RED,17,20,458,RED,67,20,542,RED,92,20,143,GREEN,0,12,154
849,RED,16,20,458,RED,66,20,542,RED,91,20,143,GREEN,0,11,154
850,RED,15,20,458,RED,65,20,542,RED,90,20,143,GREEN,0,10,154
851,RED,14,20,458,RED,64,20,542,RED,89,20,143,GREEN,0,9,154
852,RED,13,20,458,RED,63,20,542,RED,88,20,143,GREEN,0,8,154
853,RED,12,20,458,RED,62,20,542,RED,87,20,143,GREEN,0,7,154
854,RED,11,20,458,RED,61,20,542,RED,86,20,143,GREEN,0,6,154
855,RED,10,20,458,RED,60,20,542,RED,85,20,143,GREEN,0,5,154
856,RED,9,20,458,RED,59,20,542,RED,84,20,143,GREEN,0,4,154
857,RED,8,20,458,RED,58,20,542,RED,83,20,143,GREEN,0,3,154
858,RED,7,20,458,RED,57,20,542,RED,82,20,143,GREEN,0,2,154
859,RED,6,20,458,RED,56,20,542,RED,81,20,143,GREEN,0,1,154
860,GREEN,0,20,458,RED,25,20,542,RED,75,20,143,RED,100,20,154
861,GREEN,0,19,469,RED,24,20,542,RED,74,20,143,RED,99,20,154
862,GREEN,0,18,475,RED,23,20,542,RED,73,20,143,RED,98,20,154
863,GREEN,0,17,480,RED,22,20,542,RED,72,20,143,RED,97,20,154
864,GREEN,0,16,485,RED,21,20,542,RED,71,20,143,RED,96,20,154
865,GREEN,0,15,489,RED,20,20,542,RED,70,20,143,RED,95,20,154
866,GREEN,0,14,494,RED,19,20,542,RED,69,20,143,RED,94,20,154
867,GREEN,0,13,499,RED,18,20,542,RED,68,20,143,RED,93,20,154
868,GREEN,0,12,502,RED,17,20,542,RED,67,20,143,RED,92,20,154
869,GREEN,0,11,503,RED,16,20,542,RED,66,20,143,RED,91,20,154
870,GREEN,0,10,506,RED,15,20,542,RED,65,20,143,RED,90,20,154
871,GREEN,0,9,506,RED,14,20,542,RED,64,20,143,RED,89,20,154
872,GREEN,0,8,508,RED,13,20,542,RED,63,20,143,RED,88,20,154
873,GREEN,0,7,508,RED,12,20,542,RED,62,20,143,RED,87,20,154
874,GREEN,0,6,509,RED,11,20,542,RED,61,20,143,RED,86,20,154
875,GREEN,0,5,510,RED,10,20,542,RED,60,20,143,RED,85,20,154
876,GREEN,0,4,510,RED,9,20,542,RED,59,20,143,RED,84,20,154
877,GREEN,0,3,510,RED,8,20,542,RED,58,20,143,RED,83,20,154
878,GREEN,0,2,510,RED,7,20,542,RED,57,20,143,RED,82,20,154
879,GREEN,0,1,510,RED,6,20,542,RED,56,20,143,RED,81,20,154
880,RED,100,20,510,GREEN,0,20,542,RED,25,20,143,RED,75,20,154
881,RED,99,20,510,GREEN,0,19,552,RED,24,20,143,RED,74,20,154
882,RED,98,20,510,GREEN,0,18,561,RED,23,20,143,RED,73,20,154
883,RED,97,20,510,GREEN,0,17,566,RED,22,20,143,RED,72,20,154
884,RED,96,20,510,GREEN,0,16,572,RED,21,20,143,RED,71,20,154
885,RED,95,20,510,GREEN,0,15,576,RED,20,20,143,RED,70,20,154
886,RED,94,20,510,GREEN,0,14,581,RED,19,20,143,RED,69,20,154
887,RED,93,20,510,GREEN,0,13,585,RED,18,20,143,RED,68,20,154
888,RED,92,20,510,GREEN,0,12,585,RED,17,20,143,RED,67,20,154
889,RED,91,20,510,GREEN,0,11,586,RED,16,20,143,RED,66,20,154
890,RED,90,20,510,GREEN,0,10,586,RED,15,20,143,RED,65,20,154
891,RED,89,20,510,GREEN,0,9,586,RED,14,20,143,RED,64,20,154
892,RED,88,20,510,GREEN,0,8,586,RED,13,20,143,RED,63,20,154
893,RED,87,20,510,GREEN,0,7,587,RED,12,20,143,RED,62,20,154
894,RED,86,20,510,GREEN,0,6,587,RED,11,20,143,RED,61,20,154
895,RED,85,20,510,GREEN,0,5,588,RED,10,20,143,RED,60,20,154
896,RED,84,20,510,GREEN,0,4,589,RED,9,20,143,RED,59,20,154
897,RED,83,20,510,GREEN,0,3,589,RED,8,20,143,RED,58,20,154
898,RED,82,20,510,GREEN,0,2,589,RED,7,20,143,RED,57,20,154
899,RED,81,20,510,GREEN,0,1,589,RED,6,20,143,RED,56,20,154
900,RED,75,20,510,RED,100,20,589,GREEN,0,20,143,RED,25,20,154
901,RED,74,20,510,RED,99,20,589,GREEN,0,19,152,RED,24,20,154
902,RED,73,20,510,RED,98,20,589,GREEN,0,18,155,RED,23,20,154
903,RED,72,20,510,RED,97,20,589,GREEN,0,17,155,RED,22,20,154
904,RED,71,20,510,RED,96,20,589,GREEN,0,16,155,RED,21,20,154
905,RED,70,20,510,RED,95,20,589,GREEN,0,15,155,RED,20,20,154
906,RED,69,20,510,RED,94,20,589,GREEN,0,14,155,RED,19,20,154
907,RED,68,20,510,RED,93,20,589,GREEN,0,13,155,RED,18,20,154
908,RED,67,20,510,RED,92,20,589,GREEN,0,12,155,RED,17,20,154
909,RED,66,20,510,RED,91,20,589,GREEN,0,11,155,RED,16,20,154
910,RED,65,20,510,RED,90,20,589,GREEN,0,10,155,RED,15,20,154
911,RED,64,20,510,RED,89,20,589,GREEN,0,9,155,RED,14,20,154
912,RED,63,20,510,RED,88,20,589,GREEN,0,8,156,RED,13,20,154
913,RED,62,20,510,RED,87,20,589,GREEN,0,7,156,RED,12,20,154
914,RED,61,20,510,RED,86,20,589,GREEN,0,6,156,RED,11,20,154
915,RED,60,20,510,RED,85,20,589,GREEN,0,5,156,RED,10,20,154
916,RED,59,20,510,RED,84,20,589,GREEN,0,4,156,RED,9,20,154
917,RED,58,20,510,RED,83,20,589,GREEN,0,3,156,RED,8,20,154
918,RED,57,20,510,RED,82,20,589,GREEN,0,2,156,RED,7,20,154
919,RED,56,20,510,RED,81,20,589,GREEN,0,1,156,RED,6,20,154
920,RED,25,20,510,RED,75,20,589,RED,100,20,156,GREEN,0,20,154
921,RED,24,20,510,RED,74,20,589,RED,99,20,156,GREEN,0,19,161
922,RED,23,20,510,RED,73,20,589,RED,98,20,156,GREEN,0,18,164
923,RED,22,20,510,RED,72,20,589,RED,97,20,156,GREEN,0,17,166
924,RED,21,20,510,RED,71,20,589,RED,96,20,156,GREEN,0,16,166
925,RED,20,20,510,RED,70,20,589,RED,95,20,156,GREEN,0,15,166
926,RED,19,20,510,RED,69,20,589,RED,94,20,156,GREEN,0,14,166
927,RED,18,20,510,RED,68,20,589,RED,93,20,156,GREEN,0,13,166
928,RED,17,20,510,RED,67,20,589,RED,92,20,156,GREEN,0,12,166
929,RED,16,20,510,RED,66,20,589,RED,91,20,156,GREEN,0,11,167
930,RED,15,20,510,RED,65,20,589,RED,90,20,156,GREEN,0,10,167
931,RED,14,20,510,RED,64,20,589,RED,89,20,156,GREEN,0,9,167
932,RED,13,20,510,RED,63,20,589,RED,88,20,156,GREEN,0,8,167
933,RED,12,20,510,RED,62,20,589,RED,87,20,156,GREEN,0,7,168
934,RED,11,20,510,RED,61,20,589,RED,86,20,156,GREEN,0,6,168
935,RED,10,20,510,RED,60,20,589,RED,85,20,156,GREEN,0,5,168
936,RED,9,20,510,RED,59,20,589,RED,84,20,156,GREEN,0,4,168
937,RED,8,20,510,RED,58,20,589,RED,83,20,156,GREEN,0,3,168
938,RED,7,20,510,RED,57,20,589,RED,82,20,156,GREEN,0,2,168
939,RED,6,20,510,RED,56,20,589,RED,81,20,156,GREEN,0,1,168
940,GREEN,0,20,510,RED,25,20,589,RED,75,20,156,RED,100,20,168
941,GREEN,0,19,521,RED,24,20,589,RED,74,20,156,RED,99,20,168
942,GREEN,0,18,526,RED,23,20,589,RED,73,20,156,RED,98,20,168
943,GREEN,0,17,531,RED,22,20,589,RED,72,20,156,RED,97,20,168
944,GREEN,0,16,535,RED,21,20,589,RED,71,20,156,RED,96,20,168
945,GREEN,0,15,539,RED,20,20,589,RED,70,20,156,RED,95,20,168
946,GREEN,0,14,545,RED,19,20,589,RED,69,20,156,RED,94,20,168
947,GREEN,0,13,547,RED,18,20,589,RED,68,20,156,RED,93,20,168
948,GREEN,0,12,547,RED,17,20,589,RED,67,20,156,RED,92,20,168
949,GREEN,0,11,547,RED,16,20,589,RED,66,20,156,RED,91,20,168
950,GREEN,0,10,548,RED,15,20,589,RED,65,20,156,RED,90,20,168
951,GREEN,0,9,549,RED,14,20,589,RED,64,20,156,RED,89,20,168
952,GREEN,0,8,549,RED,13,20,589,RED,63,20,156,RED,88,20,168
953,GREEN,0,7,549,RED,12,20,589,RED,62,20,156,RED,87,20,168
954,GREEN,0,6,550,RED,11,20,589,RED,61,20,156,RED,86,20,168
955,GREEN,0,5,550,RED,10,20,589,RED,60,20,156,RED,85,20,168
956,GREEN,0,4,550,RED,9,20,589,RED,59,20,156,RED,84,20,168
957,GREEN,0,3,550,RED,8,20,589,RED,58,20,156,RED,83,20,168
958,GREEN,0,2,551,RED,7,20,589,RED,57,20,156,RED,82,20,168
959,GREEN,0,1,552,RED,6,20,589,RED,56,20,156,RED,81,20,168
960,RED,100,20,552,GREEN,0,20,589,RED,25,20,156,RED,75,20,168
961,RED,99,20,552,GREEN,0,19,600,RED,24,20,156,RED,74,20,168
962,RED,98,20,552,GREEN,0,18,609,RED,23,20,156,RED,73,20,168
963,RED,97,20,552,GREEN,0,17,614,RED,22,20,156,RED,72,20,168
964,RED,96,20,552,GREEN,0,16,618,RED,21,20,156,RED,71,20,168
965,RED,95,20,552,GREEN,0,15,622,RED,20,20,156,RED,70,20,168
966,RED,94,20,552,GREEN,0,14,627,RED,19,20,156,RED,69,20,168
967,RED,93,20,552,GREEN,0,13,632,RED,18,20,156,RED,68,20,168
968,RED,92,20,552,GREEN,0,12,637,RED,17,20,156,RED,67,20,168
969,RED,91,20,552,GREEN,0,11,639,RED,16,20,156,RED,66,20,168
970,RED,90,20,552,GREEN,0,10,642,RED,15,20,156,RED,65,20,168
971,RED,89,20,552,GREEN,0,9,645,RED,14,20,156,RED,64,20,168
972,RED,88,20,552,GREEN,0,8,647,RED,13,20,156,RED,63,20,168
973,RED,87,20,552,GREEN,0,7,648,RED,12,20,156,RED,62,20,168
974,RED,86,20,552,GREEN,0,6,648,RED,11,20,156,RED,61,20,168
975,RED,85,20,552,GREEN,0,5,648,RED,10,20,156,RED,60,20,168
976,RED,84,20,552,GREEN,0,4,648,RED,9,20,156,RED,59,20,168
977,RED,83,20,552,GREEN,0,3,648,RED,8,20,156,RED,58,20,168
978,RED,82,20,552,GREEN,0,2,648,RED,7,20,156,RED,57,20,168
979,RED,81,20,552,GREEN,0,1,648,RED,6,20,156,RED,56,20,168
980,RED,75,20,552,RED,100,20,648,GREEN,0,20,156,RED,25,20,168
981,RED,74,20,552,RED,99,20,648,GREEN,0,19,165,RED,24,20,168
982,RED,73,20,552,RED,98,20,648,GREEN,0,18,166,RED,23,20,168
983,RED,72,20,552,RED,97,20,648,GREEN,0,17,167,RED,22,20,168
984,RED,71,20,552,RED,96,20,648,GREEN,0,16,168,RED,21,20,168
985,RED,70,20,552,RED,95,20,648,GREEN,0,15,168,RED,20,20,168
986,RED,69,20,552,RED,94,20,648,GREEN,0,14,169,RED,19,20,168
987,RED,68,20,552,RED,93,20,648,GREEN,0,13,169,RED,18,20,168
988,RED,67,20,552,RED,92,20,648,GREEN,0,12,169,RED,17,20,168
989,RED,66,20,552,RED,91,20,648,GREEN,0,11,169,RED,16,20,168
990,RED,65,20,552,RED,90,20,648,GREEN,0,10,169,RED,15,20,168
991,RED,64,20,552,RED,89,20,648,GREEN,0,9,169,RED,14,20,168
992,RED,63,20,552,RED,88,20,648,GREEN,0,8,169,RED,13,20,168
993,RED,62,20,552,RED,87,20,648,GREEN,0,7,169,RED,12,20,168
994,RED,61,20,552,RED,86,20,648,GREEN,0,6,169,RED,11,20,168
995,RED,60,20,552,RED,85,20,648,GREEN,0,5,169,RED,10,20,168
996,RED,59,20,552,RED,84,20,648,GREEN,0,4,169,RED,9,20,168
997,RED,58,20,552,RED,83,20,648,GREEN,0,3,169,RED,8,20,168
998,RED,57,20,552,RED,82,20,648,GREEN,0,2,169,RED,7,20,168
999,RED,56,20,552,RED,81,20,648,GREEN,0,1,169,RED,6,20,168
1000,RED,25,20,552,RED,75,20,648,RED,100,20,169,GREEN,0,20,168
1001,RED,24,20,552,RED,74,20,648,RED,99,20,169,GREEN,0,19,174
1002,RED,23,20,552,RED,73,20,648,RED,98,20,169,GREEN,0,18,176
1003,RED,22,20,552,RED,72,20,648,RED,97,20,169,GREEN,0,17,179
1004,RED,21,20,552,RED,71,20,648,RED,96,20,169,GREEN,0,16,179
1005,RED,20,20,552,RED,70,20,648,RED,95,20,169,GREEN,0,15,180
1006,RED,19,20,552,RED,69,20,648,RED,94,20,169,GREEN,0,14,180
1007,RED,18,20,552,RED,68,20,648,RED,93,20,169,GREEN,0,13,180
1008,RED,17,20,552,RED,67,20,648,RED,92,20,169,GREEN,0,12,180
1009,RED,16,20,552,RED,66,20,648,RED,91,20,169,GREEN,0,11,180
1010,RED,15,20,552,RED,65,20,648,RED,90,20,169,GREEN,0,10,180
1011,RED,14,20,552,RED,64,20,648,RED,89,20,169,GREEN,0,9,181
1012,RED,13,20,552,RED,63,20,648,RED,88,20,169,GREEN,0,8,181
1013,RED,12,20,552,RED,62,20,648,RED,87,20,169,GREEN,0,7,182
1014,RED,11,20,552,RED,61,20,648,RED,86,20,169,GREEN,0,6,182
1015,RED,10,20,552,RED,60,20,648,RED,85,20,169,GREEN,0,5,183
1016,RED,9,20,552,RED,59,20,648,RED,84,20,169,GREEN,0,4,183
1017,RED,8,20,552,RED,58,20,648,RED,83,20,169,GREEN,0,3,183
